CASE_NO,STARTED,CLOSED,CaseType,CaseSubType,SITE_ADDR,SITE_CITY,SITE_STATE,SITE_ZIP,Case_Count,Case_Completion
CE20-0767,7/31/2020 12:00:00 AM,7/31/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2507 VIA PACIFICA,CORONA,CA,92882,1,1
CE20-0064,1/22/2020 12:00:00 AM,9/2/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,555 EBBCREEK ST J,CORONA,CA,92880,1,1
CE16-1305,8/22/2016 12:00:00 AM,12/7/2016 12:00:00 AM,CODE ENFORCEMENT,,570 EBB CREEK F,,,,1,1
CE14-1191,10/29/2014 12:00:00 AM,1/14/2015 12:00:00 AM,CODE ENFORCEMENT,,890 HOTSPRING ST ,,,,1,1
CE16-0209,2/23/2016 12:00:00 AM,6/17/2016 12:00:00 AM,CODE ENFORCEMENT,,890 HOTSPRING DR H,CORONA,CA,92880,1,1
CE16-0596,5/26/2016 12:00:00 AM,6/16/2016 12:00:00 AM,CODE ENFORCEMENT,,570 EBB CREEK UNIT I,,,,1,1
CE18-0977,7/10/2018 12:00:00 AM,7/11/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,831 HOTSPRING ST K,CORONA,CA,92880,1,1
CE19-0235,3/6/2019 12:00:00 AM,11/20/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,570 EBBCREEK ST B,CORONA,CA,92880,1,1
CE04-1179,9/14/2004 12:00:00 AM,11/23/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,2507 VIA PACIFICA     ,,,,1,1
CE07-1616,9/24/2007 12:00:00 AM,10/8/2007 12:00:00 AM,CODE ENFORCEMENT,DEVEL,2507 VIA PACIFICA     ,,,,1,1
CE08-0125,2/4/2008 12:00:00 AM,6/19/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,3137 NUTMEG DR     ,,,,1,1
CE08-0589,4/28/2008 12:00:00 AM,7/18/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,3137 NUTMEG DR **INOP**,,,,1,1
CE11-0297,4/4/2011 12:00:00 AM,6/15/2011 12:00:00 AM,CODE ENFORCEMENT,PROP,3137 NUTMEG DR     ,,,,1,1
CE12-0873,8/20/2012 12:00:00 AM,,CODE ENFORCEMENT,,621 Rapidspring St #G,,,,1,0
CE10-1055,9/27/2010 12:00:00 AM,10/21/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,1148 BAYFIELD DR     ,,,,1,1
CC23-0642,5/4/2023 12:00:00 AM,5/19/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3279 HUNTFIELD ST,CORONA,CA,92882,1,1
CE01-0953,9/12/2001 12:00:00 AM,9/20/2001 12:00:00 AM,CODE ENFORCEMENT,PROP,1427 PINEWOOD DR,,,,1,1
CE20-0358,8/19/2020 12:00:00 AM,2/25/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2337 ORCHARD LN,CORONA,CA,92882,1,1
CE02-0902,8/9/2002 12:00:00 AM,9/13/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,1881 EUREKA ST,,,,1,1
CC23-0941,6/21/2023 12:00:00 AM,12/19/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,514 S SMITH AVE B113,CORONA,CA,92882,1,1
CC23-1901,12/28/2023 12:00:00 AM,5/10/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,514 S SMITH AVE A104,CORONA,CA,92882,1,1
CC24-0409,3/25/2024 12:00:00 AM,3/26/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,508 S SMITH AVE A104,CORONA,CA,92882,1,1
CC25-1775,11/12/2025 12:00:00 AM,11/19/2025 12:00:00 AM,CODE ENFORCEMENT,PROPERTY MAINTENANCE,508 S SMITH AVE,CORONA,CA,92882,1,1
CC24-1778,11/20/2024 12:00:00 AM,2/19/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,514 S SMITH AVE,CORONA,CA,92882,1,1
CE02-0229,3/1/2002 12:00:00 AM,2/28/2002 12:00:00 AM,CODE ENFORCEMENT,SIGN,508 S SMITH AV,,,,1,1
CE20-1149,10/15/2020 12:00:00 AM,12/1/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1654 BERYL LN,CORONA,CA,92882,1,1
CE22-0269,3/15/2022 12:00:00 AM,5/14/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1654 BERYL LN,CORONA,CA,92882,1,1
CE22-0523,4/27/2022 12:00:00 AM,9/13/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,514 S SMITH AVE B113,CORONA,CA,92882,1,1
CE20-0548,6/5/2020 12:00:00 AM,6/12/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3650 VANDERBILT DR,CORONA,CA,92881,1,1
CE2017-0357,10/9/2017 12:00:00 AM,11/27/2017 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,807 SAN JACINTO DR,CORONA,CA,92879,1,1
CE21-0801,7/19/2021 12:00:00 AM,8/24/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2564 EAGLEROCK DR,CORONA,CA,92881,1,1
CE19-0393,4/11/2019 12:00:00 AM,6/27/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1654 BERYL LN,CORONA,CA,92882,1,1
CE20-0941,8/26/2020 12:00:00 AM,9/30/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,514 S SMITH AVE #B112,CORONA,CA,92882,1,1
CE20-0943,8/26/2020 12:00:00 AM,9/29/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,514 S SMITH AVE #B106,CORONA,CA,92882,1,1
CE21-0199,3/8/2021 12:00:00 AM,3/29/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,514 S SMITH AVE 107,CORONA,CA,92882,1,1
CE21-0242,3/18/2021 12:00:00 AM,5/11/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,514 S SMITH AVE B110,CORONA,CA,92882,1,1
CE21-0243,3/18/2021 12:00:00 AM,3/30/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,514 S SMITH AVE B112,CORONA,CA,92882,1,1
CE18-0611,5/7/2018 12:00:00 AM,5/14/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,514 S SMITH AV #B-106,CORONA,CA,92882,1,1
CE18-0612,5/7/2018 12:00:00 AM,6/18/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,514 S SMITH AV #B-104,CORONA,CA,92882,1,1
CE17-0753,6/1/2017 12:00:00 AM,8/15/2017 12:00:00 AM,CODE ENFORCEMENT,,508 S SMITH AV #A-202,,,,1,1
CE16-1350,10/7/2016 12:00:00 AM,10/7/2016 12:00:00 AM,CODE ENFORCEMENT,,508 S SMITH AV ,,,,1,1
CE18-0220,2/26/2018 12:00:00 AM,3/20/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2038 MELBA CT,CORONA,CA,92879,1,1
CE19-1088,9/17/2019 12:00:00 AM,10/8/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3650 VANDERBILT DR,CORONA,CA,92881,1,1
CE15-0913,8/17/2015 12:00:00 AM,10/5/2015 12:00:00 AM,CODE ENFORCEMENT,,514 S SMITH AV B106,,,,1,1
CE15-0917,8/17/2015 12:00:00 AM,10/5/2015 12:00:00 AM,CODE ENFORCEMENT,,514 S SMITH AV B108,,,,1,1
CE15-0924,8/17/2015 12:00:00 AM,10/5/2015 12:00:00 AM,CODE ENFORCEMENT,,514 S SMITH AV #B107,,,,1,1
CE17-0341,3/16/2017 12:00:00 AM,4/27/2017 12:00:00 AM,CODE ENFORCEMENT,,508 S SMITH AV #A206-207,,,,1,1
CE17-0369,3/22/2017 12:00:00 AM,6/9/2017 12:00:00 AM,CODE ENFORCEMENT,,508 S SMITH AV PROPERTY OWNE,,,,1,1
CE18-0610,5/7/2018 12:00:00 AM,6/5/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,514 S SMITH AV #B105,CORONA,CA,92882,1,1
CE14-0593,6/20/2014 12:00:00 AM,7/14/2014 12:00:00 AM,CODE ENFORCEMENT,,508 S SMITH,,,,1,1
CE14-0653,6/11/2014 12:00:00 AM,9/2/2014 12:00:00 AM,CODE ENFORCEMENT,,508 S SMITH AV ,,,,1,1
CE14-0019,1/7/2014 12:00:00 AM,2/24/2014 12:00:00 AM,CODE ENFORCEMENT,,508 S SMITH AV A-207,,,,1,1
CE15-0431,4/29/2015 12:00:00 AM,10/28/2015 12:00:00 AM,CODE ENFORCEMENT,,508 S SMITH AV ,,,,1,1
CE15-1047,8/17/2015 12:00:00 AM,8/17/2015 12:00:00 AM,CODE ENFORCEMENT,,508 S SMITH AV Unit A202,,,,1,1
CE16-0793,6/28/2016 12:00:00 AM,6/8/2017 12:00:00 AM,CODE ENFORCEMENT,,508 S SMITH AV ,,,,1,1
CE08-0164,2/11/2008 12:00:00 AM,3/4/2008 12:00:00 AM,CODE ENFORCEMENT,SIGN,514 S SMITH AV     ,,,,1,1
CE08-0174,2/10/2008 12:00:00 AM,3/27/2008 12:00:00 AM,CODE ENFORCEMENT,SIGN,508 S SMITH AV A207,,,,1,1
CE08-1613,12/2/2008 12:00:00 AM,12/20/2008 12:00:00 AM,CODE ENFORCEMENT,SIGN,508 S SMITH AV #205,,,,1,1
CE09-0687,6/3/2009 12:00:00 AM,7/31/2009 12:00:00 AM,CODE ENFORCEMENT,BUS_LIC,508 S SMITH AV     ,,,,1,1
CE12-0761,7/24/2012 12:00:00 AM,8/21/2012 12:00:00 AM,CODE ENFORCEMENT,,1654 BERYL LN     ,,,,1,1
CE14-0975,9/15/2014 12:00:00 AM,10/28/2014 12:00:00 AM,CODE ENFORCEMENT,,514 S SMITH AV #112 &113,,,,1,1
CE04-1348,10/25/2004 12:00:00 AM,10/26/2004 12:00:00 AM,CODE ENFORCEMENT,SIGN,508 S SMITH AV #A-103,,,,1,1
CE07-0340,2/27/2007 12:00:00 AM,3/19/2007 12:00:00 AM,CODE ENFORCEMENT,USE,508 S SMITH AV #A-103,,,,1,1
CE07-1137,7/10/2007 12:00:00 AM,10/11/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,508 S SMITH AV     ,,,,1,1
CE09-0178,2/25/2009 12:00:00 AM,5/22/2009 12:00:00 AM,CODE ENFORCEMENT,SIGN,514 S SMITH AV #B105,,,,1,1
CE09-1005,8/1/2009 12:00:00 AM,8/6/2009 12:00:00 AM,CODE ENFORCEMENT,SIGN,514 SMITH AV,,,,1,1
CE09-1006,8/1/2009 12:00:00 AM,8/6/2009 12:00:00 AM,CODE ENFORCEMENT,SIGN,508 S SMITH AV     ,,,,1,1
CE02-0946,8/15/2002 12:00:00 AM,8/19/2002 12:00:00 AM,CODE ENFORCEMENT,USE,508 S SMITH AV,,,,1,1
CE05-0341,4/5/2005 12:00:00 AM,4/14/2005 12:00:00 AM,CODE ENFORCEMENT,USE,508 S SMITH AV #B-104,,,,1,1
CE05-0342,4/5/2005 12:00:00 AM,4/14/2005 12:00:00 AM,CODE ENFORCEMENT,SIGN,508 S SMITH AV #B-113,,,,1,1
CE03-1141,10/24/2003 12:00:00 AM,11/12/2003 12:00:00 AM,CODE ENFORCEMENT,USE,508 S SMITH AV,,,,1,1
CE04-1398,11/18/2004 12:00:00 AM,12/6/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,508 S SMITH AV     ,,,,1,1
CE05-0107,2/8/2005 12:00:00 AM,2/15/2005 12:00:00 AM,CODE ENFORCEMENT,PROP,2038 MELBA CT     ,,,,1,1
CE01-0175,3/5/2001 12:00:00 AM,3/8/2001 12:00:00 AM,CODE ENFORCEMENT,PROP,1342 FREEDOM DR,,,,1,1
CE05-0919,10/12/2005 12:00:00 AM,11/17/2005 12:00:00 AM,CODE ENFORCEMENT,PROP,557 HILLSBOROUGH WY     ,,,,1,1
CE06-0381,5/12/2006 12:00:00 AM,6/7/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,2833 TEAL DR     ,,,,1,1
CE08-0306,3/10/2008 12:00:00 AM,11/18/2008 12:00:00 AM,CODE ENFORCEMENT,BUS_LIC,2833 TEAL DR     ,,,,1,1
CE14-0743,7/21/2014 12:00:00 AM,8/12/2014 12:00:00 AM,CODE ENFORCEMENT,,2560 AVNIDA DEL VISTA,,,,1,1
CC23-1651,11/14/2023 12:00:00 AM,5/9/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,769 KINGSGATE DR,CORONA,CA,92882,1,1
CC25-0093,1/21/2025 12:00:00 AM,3/24/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,769 KINGSGATE DR,CORONA,CA,92882,1,1
CE17-0346,3/14/2017 12:00:00 AM,3/17/2017 12:00:00 AM,CODE ENFORCEMENT,,769 KINGSGATE DR ,,,,1,1
CE19-1361,11/5/2019 12:00:00 AM,11/14/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,769 KINGSGATE DR,CORONA,CA,92882,1,1
CE21-0621,6/2/2021 12:00:00 AM,6/29/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,769 KINGSGATE DR,CORONA,CA,92882,1,1
CC24-0856,6/13/2024 12:00:00 AM,10/10/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1033 E FRANCIS ST,CORONA,CA,92879,1,1
CE01-1055,9/25/2001 12:00:00 AM,12/9/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,1033 E FRANCIS ST,,,,1,1
CE21-1236,10/20/2021 12:00:00 AM,11/27/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3373 PENELOPE LN,CORONA,CA,92882,1,1
CC23-1290,8/24/2023 12:00:00 AM,8/28/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1011 CLEVELAND WAY,CORONA,CA,92881,1,1
CC25-0467,4/14/2025 12:00:00 AM,7/17/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1011 CLEVELAND WAY,CORONA,CA,92881,1,1
CC24-1338,8/29/2024 12:00:00 AM,9/6/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1111 W GRAND BLVD,CORONA,CA,92882,1,1
CE01-1102,10/3/2001 12:00:00 AM,11/20/2001 12:00:00 AM,CODE ENFORCEMENT,PROP,1111 W GRAND BL,,,,1,1
CC24-1897,12/19/2024 12:00:00 AM,1/11/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3080 HUCKLEBERRY DR,CORONA,CA,92882,1,1
CE04-0495,4/21/2004 12:00:00 AM,5/12/2005 12:00:00 AM,CODE ENFORCEMENT,PROP,1111 W GRAND BL     ,,,,1,1
CE22-0191,3/1/2022 12:00:00 AM,3/30/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2166 COTTONCREEK LN,CORONA,CA,92880,1,1
CE99-0776,4/20/2000 12:00:00 AM,4/26/2000 12:00:00 AM,CODE ENFORCEMENT,USE,1111 W GRAND BL,,,,1,1
CE99-1025,7/11/2000 12:00:00 AM,8/4/2000 12:00:00 AM,CODE ENFORCEMENT,PROP,1111 W GRAND BL,,,,1,1
CE13-1237,12/6/2013 12:00:00 AM,5/12/2014 12:00:00 AM,CODE ENFORCEMENT,,812 S SHERIDAN ST ,,,,1,1
CE13-0201,3/20/2013 12:00:00 AM,5/14/2013 12:00:00 AM,CODE ENFORCEMENT,,812 S SHERIDAN ST     ,,,,1,1
CE16-1195,9/12/2016 12:00:00 AM,3/16/2017 12:00:00 AM,CODE ENFORCEMENT,,1011 CLEVELAND WY ,,,,1,1
CE16-1595,12/13/2016 12:00:00 AM,3/18/2019 12:00:00 AM,CODE ENFORCEMENT,, 812 S SHERIDAN ST,,,,1,1
CE15-0906,9/8/2015 12:00:00 AM,11/25/2015 12:00:00 AM,CODE ENFORCEMENT,,1011 CLEVELAND WY ,,,,1,1
CE21-0269,3/24/2021 12:00:00 AM,4/6/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3080 HUCKLEBERRY DR,CORONA,CA,92882,1,1
CE07-1815,11/5/2007 12:00:00 AM,11/27/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,812 S SHERIDAN ST     ,,,,1,1
CE07-1385,8/14/2007 12:00:00 AM,9/7/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1111 W GRAND BL     ,,,,1,1
CE11-0617,6/16/2011 12:00:00 AM,5/30/2012 12:00:00 AM,CODE ENFORCEMENT,,1011 CLEVELAND WY     ,,,,1,1
CE10-0936,8/19/2010 12:00:00 AM,1/18/2011 12:00:00 AM,CODE ENFORCEMENT,USE,1111 W GRAND BL     ,,,,1,1
CE14-0974,9/15/2014 12:00:00 AM,11/18/2014 12:00:00 AM,CODE ENFORCEMENT,,1011 CLEVELAND WY ,,,,1,1
CE13-0786,7/22/2013 12:00:00 AM,8/22/2013 12:00:00 AM,CODE ENFORCEMENT,,1111 W GRAND BL ,,,,1,1
CC23-0853,6/5/2023 12:00:00 AM,6/14/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,725 WHITE MOUNTAIN CIR,CORONA,CA,92881,1,1
CC25-0180,2/11/2025 12:00:00 AM,2/19/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2163 COMPTON AVE,CORONA,CA,92881,1,1
CE04-0530,5/3/2004 12:00:00 AM,9/20/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,406 GRAPEVINE DR     ,,,,1,1
CE12-0517,5/21/2012 12:00:00 AM,7/16/2012 12:00:00 AM,CODE ENFORCEMENT,,454 PALOMAR DR     ,,,,1,1
CE13-0034,1/14/2013 12:00:00 AM,2/25/2013 12:00:00 AM,CODE ENFORCEMENT,,454 PALOMAR DR     ,,,,1,1
CE15-0574,6/23/2015 12:00:00 AM,6/23/2015 12:00:00 AM,CODE ENFORCEMENT,,725 WHITE MOUNTAIN CI ,,,,1,1
CE20-0218,3/2/2020 12:00:00 AM,12/8/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,49 W GRAND BLVD,CORONA,CA,92882,1,1
CE22-1396,9/15/2022 12:00:00 AM,9/23/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,725 WHITE MOUNTAIN CIR,CORONA,CA,92881,1,1
CE01-0053,1/25/2001 12:00:00 AM,3/19/2001 12:00:00 AM,CODE ENFORCEMENT,PROP,2155 FENNEL DR,,,,1,1
CE03-0699,7/14/2003 12:00:00 AM,7/18/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,530 VENTURA AV,,,,1,1
CE18-0962,7/3/2018 12:00:00 AM,7/3/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,4264 JAMESON CI,CORONA,CA,92881,1,1
CE21-0443,4/28/2021 12:00:00 AM,5/27/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1251 PALOS VERDE DR,CORONA,CA,92880,1,1
CE01-0693,7/30/2001 12:00:00 AM,9/4/2001 12:00:00 AM,CODE ENFORCEMENT,PROP,1560 DEL NORTE DR,,,,1,1
CE05-0136,2/14/2005 12:00:00 AM,2/24/2005 12:00:00 AM,CODE ENFORCEMENT,PROP,1560 DEL NORTE DR     ,,,,1,1
CE08-0712,5/13/2008 12:00:00 AM,5/30/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,2167 APPLEGATE DR     ,,,,1,1
CE16-0413,4/9/2016 12:00:00 AM,5/31/2016 12:00:00 AM,CODE ENFORCEMENT,,993 COLBY CI ,,,,1,1
CE20-0191,2/25/2020 12:00:00 AM,2/25/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2385 HERITAGE DR,CORONA,CA,92882,1,1
CE21-1022,8/31/2021 12:00:00 AM,10/18/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2167 APPLEGATE DR,CORONA,CA,92882,1,1
CE07-0152,1/31/2007 12:00:00 AM,8/23/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,120 N SHERIDAN ST     ,,,,1,1
CE07-1550,9/13/2007 12:00:00 AM,9/27/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1547 TURQUOISE DR     ,,,,1,1
CE08-0757,5/19/2008 12:00:00 AM,6/4/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,1547 TURQUOISE DR     ,,,,1,1
CE22-1792,12/19/2022 12:00:00 AM,1/28/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2925 WILDERNESS CIR,CORONA,CA,92882,1,1
CE19-1138,9/19/2019 12:00:00 AM,2/25/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,120 N SHERIDAN ST,CORONA,CA,92882,1,1
CE21-0453,4/28/2021 12:00:00 AM,6/22/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1251 KINGSDALE DR,CORONA,CA,92880,1,1
CE07-1621,9/24/2007 12:00:00 AM,6/24/2008 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1556 ALDERWOOD CI     ,,,,1,1
CE13-0509,5/29/2013 12:00:00 AM,6/13/2013 12:00:00 AM,CODE ENFORCEMENT,,1358 W SIXTH ST #102,,,,1,1
CC25-1742,11/4/2025 12:00:00 AM,11/24/2025 12:00:00 AM,CODE ENFORCEMENT,SIGN OR BANNER VIOLATION,1365 E SIXTH ST,CORONA,CA,92879,1,1
CC25-1044,7/15/2025 12:00:00 AM,,CODE ENFORCEMENT,PROPERTY MAINTENANCE,913 BRANDYWINE LN,CORONA,CA,92880,1,0
CE06-0087,1/23/2006 12:00:00 AM,2/9/2006 12:00:00 AM,CODE ENFORCEMENT,SIGN,1365 E SIXTH ST     ,,,,1,1
CE12-1073,10/24/2012 12:00:00 AM,10/29/2012 12:00:00 AM,CODE ENFORCEMENT,,1365 E SIXTH ST     ,,,,1,1
CE13-0238,4/2/2013 12:00:00 AM,4/2/2013 12:00:00 AM,CODE ENFORCEMENT,,1365 E SIXTH ST     ,,,,1,1
CE03-1143,10/24/2003 12:00:00 AM,11/14/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,2507 S VICENTIA AV,,,,1,1
CE03-1152,10/28/2003 12:00:00 AM,11/5/2003 12:00:00 AM,CODE ENFORCEMENT,SIGN,303 W GRAND BL,,,,1,1
CE04-1216,9/16/2004 12:00:00 AM,10/22/2004 12:00:00 AM,CODE ENFORCEMENT,USE,1320 E SIXTH ST     ,,,,1,1
CE03-0499,5/21/2003 12:00:00 AM,7/3/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,945 W OLIVE ST,,,,1,1
CE07-1817,10/22/2007 12:00:00 AM,6/24/2008 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1955 ADOBE AV     ,,,,1,1
CE06-0398,5/11/2006 12:00:00 AM,7/17/2007 12:00:00 AM,CODE ENFORCEMENT,USE,1320 E SIXTH ST     ,,,,1,1
CE01-0678,7/27/2001 12:00:00 AM,9/28/2001 12:00:00 AM,CODE ENFORCEMENT,PROP,1403 DEL NORTE DR,,,,1,1
CE03-0725,7/18/2003 12:00:00 AM,7/21/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,,,,,1,1
CE06-0849,8/31/2006 12:00:00 AM,9/8/2006 12:00:00 AM,CODE ENFORCEMENT,USE,2725 HIDDEN HILLS WY     ,,,,1,1
CE01-0644,7/26/2001 12:00:00 AM,5/28/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,356 TERMINO AV,,,,1,1
CE02-0406,4/9/2002 12:00:00 AM,10/22/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,356 TERMINO AV,,,,1,1
CE03-1125,10/22/2003 12:00:00 AM,12/18/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,356 TERMINO AV,,,,1,1
CE07-0710,4/27/2007 12:00:00 AM,5/10/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,356 TERMINO AV     ,,,,1,1
CE10-0586,5/17/2010 12:00:00 AM,5/25/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,993 BLOSSOM HILL DR     ,,,,1,1
CE19-0875,7/30/2019 12:00:00 AM,8/14/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,993 BLOSSOM HILL DR,CORONA,CA,92880,1,1
CE21-1409,12/15/2021 12:00:00 AM,5/23/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1462 CALL WAY,CORONA,CA,92882,1,1
CE21-0057,1/27/2021 12:00:00 AM,6/29/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1462 CALL WAY,CORONA,CA,92882,1,1
CE99-0707,4/7/2000 12:00:00 AM,5/20/2000 12:00:00 AM,CODE ENFORCEMENT,USE,356 TERMINO AV,,,,1,1
CE99-0372,11/3/1999 12:00:00 AM,11/30/1999 12:00:00 AM,CODE ENFORCEMENT,PROP,356 TERMINO AV,,,,1,1
CE04-1115,8/31/2004 12:00:00 AM,9/17/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,766 SANTA PAULA ST     ,,,,1,1
CE09-0608,5/19/2009 12:00:00 AM,12/2/2009 12:00:00 AM,CODE ENFORCEMENT,PROP,2172 KELLOGG AV     ,,,,1,1
CE11-1137,11/2/2011 12:00:00 AM,2/14/2012 12:00:00 AM,CODE ENFORCEMENT,DEVEL,3371 BRAEMAR LN     ,,,,1,1
CE15-0764,8/4/2015 12:00:00 AM,11/17/2015 12:00:00 AM,CODE ENFORCEMENT,,3371 BRAEMAR LN ,,,,1,1
CE16-1036,8/2/2016 12:00:00 AM,11/1/2016 12:00:00 AM,CODE ENFORCEMENT,,766 SANTA PAULA ST ,,,,1,1
CE10-0723,6/21/2010 12:00:00 AM,7/29/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,1040 AQUINO CI     ,,,,1,1
CE16-0430,4/8/2016 12:00:00 AM,10/9/2018 12:00:00 AM,CODE ENFORCEMENT,,1214 FULLERTON AV,,,,1,1
CE99-1312,10/17/2000 12:00:00 AM,5/17/2001 12:00:00 AM,CODE ENFORCEMENT,PROP,1214 FULLERTON AV,,,,1,1
CC24-1783,11/21/2024 12:00:00 AM,1/15/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1896 EUREKA ST,CORONA,CA,92882,1,1
CE09-1522,12/1/2009 12:00:00 AM,1/21/2010 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1896 EUREKA ST     ,,,,1,1
CE08-0773,5/22/2008 12:00:00 AM,8/28/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,815 MANDEVILLA WY     ,,,,1,1
CE10-0756,6/30/2010 12:00:00 AM,6/30/2010 12:00:00 AM,CODE ENFORCEMENT,BLDGCODE,1896 EUREKA ST     ,,,,1,1
